Comment,sentiment,sentiment_encoded
im sure prompting wrong,negative,-1
ai totally suck 100 trying customer service!,negative,-1
"251 marketing comes, comparing sonnet opus new model 180 powerful last one!",positive,1
"like one guy said video, mimicking human thought action instead understanding world human live llm eventually reach dead end without achieving goal agi",negative,-1
"usa modus operandi b way, hype up, get away crash burns.",neutral,0
"cant taste cant feel cant hear no sense smell ahem scientific sense term does! no sonnets, no wan no wanderlust no soliloquy definitely zero hilarity",positive,1
"605 human made ai way. let honest, no one think work standard 100 time, thus ai isnt performing work task 100 either. random ai video dont need dont contribute human benefit need acceptable though human priority no longer strictly survival community, but selfpleasure interests.",positive,1
successfully failed.,neutral,0
but four year 8 percent,neutral,0
"still time excel, but thats not bad thing. need focus service humanity",positive,1
"ai make world better place look inside economic black hole, making service worse, wasting pure water, worsening energy needs, ruined chip marketplace, making everything unaffordable, unemployment, bubble possibly ruining life 2027",negative,-1
ai done nothing but made experience miserable never go ever purposefully use ai anything. even update phone piss off.,negative,-1
synergy man machine magic is. big corp shooting save 1 hour per day bs. would huge effect.,positive,1
"know, think get ai model outsource work human given task... ai know would yield better results.",positive,1
problem nvidia..,negative,-1
"ai tool implement solution with, never solution itself.",positive,1
030 faulure rate deeply ironic here.,negative,-1
sry climate change already addressed w need expensive anything sam alt need shot w rest greedy companies. ai need training alot 1st. new finding need find way w trying removing civilization too.,negative,-1
"may able generate video image but cannot take direction art direction, every acting performance generic. successful use lowstakes joke videos, cant run economy",positive,1
"competing human human act different new way every time, leave one sector completely ai dont compare human work create needed",positive,1
theyre slimey salesmen.,neutral,0
"currently best creating division distrust, seems. nextgen ai video sample quite scary sense. dont fundamentally hate socalled ai, arguably another tool made supposed job use responsibly... weve failing quite terribly far. im also not really sure optimistic development could look like here...",negative,-1
"ai good specific focused tasks, not whole task multiple segments. person pilot still directing task trajectory not ai. ai simply make specific task repetitive large data faster manipulate. 1 task tool, thats it.",positive,1
"not designer but know there lot trick make something appealing. ask ia thing work iterate ia, use source knowledge but leave whatever result junk",negative,-1
ai hallucinates much save anytime. used id double check everything said but using research already doing.,positive,1
feel sad birthday invitation look exactly now. ai uncreative,negative,-1
"ive started using ai boring job work could sort quite quickly, but dont want do. thats valuable me. 20 per month valuable. equally, really nice give horrid work something isnt someone like, good mental health everything. isnt replacing though, not anytime soon.",positive,1
"company work outsourced order taking delivery. lost value market share. yet talking eliminating driver altogether moving towards ordering online only. american corp completely lost mind. remember... put profit customers, eventually neither.",positive,1
"4 time, work every time!",neutral,0
dagogo using clip interview ive seen pretty dope. thanks breath fresh air man.,positive,1
"ai climb 3 7 stage scaffolding carrying tool material needed. navigate across roof either paint, remodel, build repair side home. never need worry taking job. id love see robot follow see far get falling bunch broken pieces.",positive,1
"not read paper but level intelligence capacity use tool shifted quite bit recently. swes see given proximity this. see speed honest far better accuracy compared junior employee downright incompetent people. level reasoning sota model enormous, edge still certain task not easily validated but everyone poor mental model capability gap close basically way would enforce organization human except. first wave not replacing entire job replace entire team competent ai enabled person...",positive,1
ai serious learing problem.....,negative,-1
"801 hate argument. purely speculation, hope best. might well say computer gonna change world one day well able use computer solve every problem ever. like, yeah, generalize degree, youre not wrong, but youre also not saying anything useful.",positive,1
"feel like machine learning shit. trained actual humans, understand right wrong.. ai lot data combined internet, no matter information collected correct incorrect.",positive,1
"use ai specifically trivial, meaningless tasks. work fine",positive,1
"want, next also bias casting age diversity vibe match streaming audience surprisingly change ctr lot.",positive,1
fucked benchmark,neutral,0
"make zero sense me. use ai time. far perfect, but 96 failure rate headline could true expecting agency setting llm without guidance thats study investigating, well, thats rather stupid thing investigate p",positive,1
really built website ai year fiverr couldve done two week,negative,-1
im coming back video song 0519 please share name,positive,1
"ai neat, but still gimmick. unreliable serious work. ceo fooled.",negative,-1
"im artist animation opinion theyre aiming goal big, fanciful, lacked passion knowledge craft trying replace. excited first ai could think way could allow indie animation come fruition accessible time budget. done way respected copyright. sad see direction developed tool nothing like imagined. practical tool developed way thought, but theyre done contract big studio not available public.",positive,1
"corporation try make current ai tool seem like first step towards agi artificial general intelligence ai true cognitive abilities, really ani artificial narrow intelligence. ani basically extremely improved automation tool",positive,1
wow. knew? except everyone,positive,1
equivalently ai succeeds 4 job,positive,1
ai tool not crystal ball. thats clear anyone brain start.,positive,1
"well yes, not real ai huge database answers.",positive,1
1054 ai date always great search resource. something minimise labour.,positive,1
look company called palantir know make ai useful business aip foundry proof pudding. course standard llm arent taking but company like pltr take data turn something useful,positive,1
"ive replaced 2 junior, 2 senior front end, back end, fullstack web developer google antigravity. particular case vibe coding enhanced productivity 500 free charge.",positive,1
powercooling problem holding now. moore law slowing recourse basis. wait start turning reactor it.,negative,-1
038 dont care. presentation bos 5 minute friday 6pm would taken 2 hour produced something far better could ever done. thats win me.,positive,1
ai help accelerate development but cant cover large skill gap 100 need micromanaged real person.,positive,1
96.25 faulure rate? use ai spell that?,neutral,0
"million upon million people providing realtime feedback integrate ai, company still cant fathom rule chess. maybe not ai cant mimic human behavior well enough. maybe real weakness already well.",positive,1
so... put ai not human capability situation designed around human capabilities? drag drop? not surprising.,negative,-1
"company always knew ai cant replace people. used excuse cut heads. before, covid, real estate. always new excuse cut heads.",negative,-1
"always say best way think ai current form think autocorrect steroids. phone evolved correcting spelling predicting word full sentences, ai scaled math everything else including video.",positive,1
"id love stay true next 1015 years. ive using ai regularly, see much improves every months. rli another benchmark ai beat years.",positive,1
"less people work efficiently ai, not ai eliminating works. thats different.",positive,1
"ridiculous. fact model got 3.75 insane reduced burden human work 4 years, getting started. stop ai doomer",negative,-1
reason ai supercharge software dev good tool validating work,positive,1
thought foremost good video.,positive,1
"ai example making product desperately lookimg market it. neat magic trick, nothing more.",positive,1
but told u like two three year ago chat gpt could pas bar exam,positive,1
"chatbots eventually become ad platforms, like google. feed ad conversation first clearly marked add, but later hidden responses. easily teach something new use tool totally necessary basically sell product without even noticing. thats future ai.",positive,1
"remove peon job run company robots, sound better ceo",positive,1
"glad hear not saying it. ai llm first came buggy. time went on, improved started seeing real progress. then... finally... basically reverted brain damaged. ask simple, straight forward question get answer wrong. recently asked hair conditioner. conditioner help hair grow longer? thinking behind help maintain hair, prevent breakage split ends. answer? no, conditioner not help hair grow faster. ok... asked faster?",positive,1
"research incomplete. would not assign study someone not expert field. cannot expect one person understand every subject. therefore, current artificial intelligence must also trained specifically task given.",positive,1
"thats society cannot trust bunch ai researcher no expertise different field globallocal economics, agriculture, social science, etc.",negative,-1
"video doesnt good job breaking main argument, clearly overstating finding view polarizing statement. main finding basically tell u current ai progress benchmark not translate real job automation, measure many job been, being, automated. remote labor index develop measure fullproject substitution, not common iterative, taskbased, collaborative mode work actually completed.",positive,1
took awhile finally mess around ai finally took test drive unbelievably useless keep trying talk like friend not answer question anytime answer would biased purposely leave information think could incredible tool but built not actually help clear paid upgrade not free one,negative,-1
"beginning tech,give 5 year video",neutral,0
"fails doesnt think own, rely others done. recently implemented ai law firm, disaster",negative,-1
"wouldnt even say ai timesaving tool. tried using ai job two days, but consistently bad job ended wasting time undoing ai myself.",negative,-1
thats opus 4.5 tried opus 4.6 different story,neutral,0
pretty poor cherry picked work,neutral,0
"030 modern ai renderers would least get failure correctly spelled. there bias around creative producer broad concept ai. ill informed best, ai tools, correctly positioned production workflow, helped several year now, lot. clueless executive upper management people trying use tool replacement. thats idiot job incompetently, absolutely nothing new front. thats not say tool bad though. far it.",negative,-1
ai getting better better.,positive,1
"writer, read lot ai language have, say confidently creative writing not space threatened ai right now. passable, but never replace human writer.",positive,1
"failure misspelled purpose? so, well played",positive,1
"guy know megaman x? creator, dr. light, die creation took decade testing released dr. cain 20xx. dr. cain tried replicate him, leading creation reploids, ai robot took human jobs. they... constantly failed, either due one particular virus, halfbaked ais. now, im seeing parallel irl ai thing. halfbaked product.",negative,-1
imagine live botched brain surgery ai made mistake. thats pretty scary,negative,-1
"ai doesnt make human life better, take easiest job leaving labour hardship role human. worst, human job paid. f ai",negative,-1
"untested new technology? let throw everything 200, could go wrong?",negative,-1
researcher didnt use opus 4.6,neutral,0
develop great prompt engineering skill get great results. use without skill get ai slop.,positive,1
"96.25 faulure rate, eh? add animated title list job ai fails at. 030",negative,-1
"imagine... circular ai economy nvidia, microsoft, google, tsmc, oracle, intel, meta, amazon, pumping money other. bubble pops, u economy ends... especially whole economy big tech betting that.",positive,1
suffer low blood pressure.............just get ai ask produce simply excel formulas. recommend twice day optimal results.,positive,1
dont even need video im already top kek,positive,1
"love research, love music. thank uniquely buddy",positive,1
"said, next year skilled programmer make fortune fixing vibe coded apps. recent podcast guest echoed sentiment.",neutral,0
add deepseek ngl,neutral,0
ai system optimized rli would perform significantly better.,positive,1
"statistic important investors. ai limited now, must understand day figure here, suddenly, switch flip everything changes. theyre building infrastructure day comes, mean robot also become useful, job replaced. flip right switch.",positive,1
029 faulure rate??? lol,positive,1
1211 dagogo breaking character,positive,1
read ai already capable human quality work 4 jobs. mean assume even small increase coming year begin chipping away jobs.,positive,1
"people still listen people? everythjng mouth fundraising, promise world deliver slop taking investor money.",positive,1
people need watch,neutral,0
make everyone dependant ai skyrocket price like 20 year,positive,1
bubble popping video?,neutral,0
"talking programmer weekend saying claude pure rubbish, tried v 4.6 job solving complex problem producing code better could. like midjourney, suck completely, suddenly wont.",positive,1
"someone studied work ai...im not surprised slightest result. anyone want definitive proof ai isnt anywhere close advanced enough replace human jobs, look no infuriatingly garbage automated call greeter every company obnoxiously unhelpful always are. literally cant even check inventory list available program company schedule stock lists, probably basic function one would expect ai reading list....",negative,-1
"035 na grok 4 claude great writing standalone scripts, methods, boilerplate work like generating xmls jsons.",positive,1
word failure intentionally spelled incorrectly failure rate?,negative,-1
"hearing need 10 million agents, let cook, whatever spit collectively, opposite.",neutral,0
"reminds tweet oreo ceo oreo important oxygen, actually",positive,1
ai flop,negative,-1
hm... shonuff seem though pay ai replace job with. would considerably less tham theyd give people but may cost selfstyled genius techy weirdy guru types. trust bro.,positive,1
"altman trying deep squeaky vocal fry voice, trying sound like he not trying scam billion cringe.",positive,1
"here point worth highlighting 1. lot case ai trained human input, meaning theyre trained reach human level performance, not necessarily reach top level performance. 2. im pretty sure ai follows something analogous power law practice, progress plateau near maximum potential. 3. ai doesnt beat human performance ready real world even theyre half good, company happy replace u not pay salary. 4. dont think ai ability perform strongly tied ability reason people assume. starting learn integrate properly find good use cases. even make zero progress model themselves, could easily see u reaching 30 improved integration increasing quality trainingdata. there 3rd order factor too! ...like people getting better using effectively ...and efficient chip developed rolled out.",positive,1
"author paper didnt really give ai structure need succeed. basically gave ai tools, computer use, set complete tasks. order succeed ai need well defined workflow, fitness function check progress, human loop escalation feedback, etc. additionally majority task involved 3d graphic manipulation not proportionally representative knowledge work. aligned video ai still ground cover, but minimising current day success rate 4 misleading. seeing ai successfully take task sales, marketing, software engineering, operation logistics.",positive,1
"replace help therefore reduction hiring rate text, audio video dependent sector far.",positive,1
chicken little sky falling,negative,-1
"report not appear test ai used. ai not replacing person directly seems testing. instead, make senior employee able work before. would still hire human job, human would assisted ai. scenario success rate almost certainly much higher. still take away grunt work previously done junior employee",positive,1
"walter white one terrifying, usually spot ai used, but one thought cameo something",negative,-1
"technology supposed free u work, but people free one share company technology. stakeholder capitalism works. nazi idea stake technology racial lineage. like someone youre related invented formula made refrigerator possible, well proud benefit it. but kind idea rejected called racist. stake holder capitalism instead.",positive,1
big issue often ai tooling need less people accomplish more. completely replacing people completely silly but junior employee senior oversee agentic work not,positive,1
openai 2019 going find cure cancer 2025 fake videos?,negative,-1
ai replace worker pure hype encourage investor invest more. ai destroy world pure hype encourage military invest government general provide financial safety net. dangerous fail,negative,-1
im becoming increasingly confused negative article ai. many actually workforce using ai? found huge improvement time saving folk role overworked think small startup expert multiple field get work done day day. everyone keep dooming glooming ai despite producing significantly work before. help understand actually talking say 96 failure rate use 80 material receive ai get necessary output. video title feel like echo chamber clickbait.,negative,-1
large language models. good generating text but abyssmal everything else.,positive,1
problem ai doesnt shut forgets lot,negative,-1
definitely ai wonderful tool save u lot time help u get started project seem overwhelming first,positive,1
"youre correct saying state ai not replace jobs. but 4 success rate still revolutionary. 5 year ago would 0. another 5 years? follow rate improvement inevitable ai way higher success rate future, thats still something prepare for. people might watch video become ease knowing ai isnt good enough yet, but keyword yet. wave still coming, stay careful.",positive,1
ai modern calculator dont worry,positive,1
"yeah, remember channel glazing ai like second coming christ, antiai people fool trying fight inevitable.",negative,-1
"week tested gemini using copilot come subscription found significantly worse copilot. asking produce picture one main character story wrote, conflated two character giving girl normally blonde hair, red hair began arguing me, asserting wrong. reiterated wrong, gemini made passage showed correct. copilot never done this, though honest gemini much better image generation. needless, say cancelled gemini pro trial.",negative,-1
"happens ai train ai time. interbreeding time end model collapse. without fresh, human created image video fail.",negative,-1
"true 2026, question 2036?",positive,1
ai slop good though,positive,1
"need take tech billionaire money away invest big physical public project see, touch benefit from. high speed rail example. anything but sht.",positive,1
"honest, cant even differentiate ai generated video still made real actors. line totally blurred nowadays",positive,1
pdf elite spend billion think get back money year pay minimum everyone ranout job who gonna pay service lols,negative,-1
wasnt period also cloud computing hyped replace workers?,neutral,0
"see ai slop videos, cant get right despite trillion video learn from, no chance get anything else right. tesla fsd real world example useful ai 10 year since introduced still not ready.",neutral,0
ai tool cure cancer u leaving cure cancer,negative,-1
"child way worse making shoe adult are, but nike still us them. dont care quality",negative,-1
company sitting data make new tool useful business sector. big tech doesnt data but slop found internet. pay third party cannot deliver no matter promise. giving data third party result taking business model. pay potential competitor?,positive,1
"cant make wordguessing program superintelligence shoveling word it. thats like betting keep breeding horse run faster faster, one eventually give birth locomotive.",positive,1
"marketing hype real. also, maybe company laying employee spending much ai cut back spending.",positive,1
"im not sure im seeing difference report card pair ai task clearly arent suited going ...therefore ai waste money report card run ai overfitted specific test bed specific test benchmark maxx going ...therefore ai superintelligent. kind report card kind useless. real test learning little state art model work people trying use them, spending little honest god human intelligence considering technology might make life easier. impact would come cost youre willing pay model still accessed free today worth it.",positive,1
"technology month ago year behind now. highly specialized role well agentic workflows, especially reducing number team member required complete project. no one claim every job going replaced immediately. but video sound like, look, monkey beat chess 4 time 100! reason cowork skill markdown file released week ago crashed saas stocks.",positive,1
"sheep, follow without thinking",neutral,0
"automation rate test judging single prompt single response chat interface? would woefully underrepresenting useful ai agentic ai using shared, local intelligence stay persistent sessions. youve ever worked witb claude code long, youd know make ton mistake first, but work fast that, realizing made mistake correcting it, still faster, accurate would manually. secondly, shared, local intelligence, direct teach avoid making mistake future.",positive,1
difficulty believing not make sense,negative,-1
"dont convince ceo ai job worse humans. convince ai, work much less human, cannot deliver human per cost basis.",negative,-1
"ia incredible, end discussion, certainly future come. not money whats yet come.",positive,1
"uh, thumbnail made ai well? freelancer spelt wrong.",neutral,0
ai good creative stuff proceeds show u awful creative stuff ive ever seen lmao.,positive,1
darn. disappointing thd part work creativd work. much original human expression.,negative,-1
always maintained ai nonsense...,negative,-1
not point ai completely replace human. issue 1 human able work even 5 humans. job market shrink 80.,neutral,0
"ai artwork video still look uncanny ugly generic. call success mean researcher awful taste art judge technical output looking like thing enough ai video motion still awkward, innacurate uncanny. still failure. still tell ai. ai illustration also look extremely boring not good.",negative,-1
hope fails. not tragic future.,negative,-1
"ai forced use tool specifically designed human use, poorly. allowed create output scratch, well. wow, amazing unpredictable result. seriousness, called science days?",positive,1
"great video! iteration ai definitely helping people ever solve interesting problems. find almost daily using ai llm geminigrokchatgpt help reduce time make better decision work personal life. im not yet using fully outsource task, but definitely helping make life better reducing stress knowing weighed wide variety alternative decision. usually ask ai provide 10 possible solution rationale nice job providing interesting option wouldnt necessarily thought myself.",positive,1
ai crash cant come sooner. 32gb ddr5 ram oled monitor,positive,1
waymo robotaxi haz entered da chat,neutral,0
many apparently easy job task require intelligence ai currently have.,positive,1
"fantastic automatic translation. know, original use case.",positive,1
high maths????? serious?,negative,-1
"id like see study, but regarding upper management jobs. maybe ai effectively replace workers, but looking wrong place.",positive,1
"dont know single technical person claiming ai able replace anyone today, but senior software engineer, meai replacing team junior easily. truly believe nonzero chance im job 5 year reason. said, really enjoy video usually, but youre twisting bit hard headline here. ceo dont know talking doesnt mean real risk",positive,1
049 not 19 20?,neutral,0
bubble going pop soon going casualties.,neutral,0
but human results? not even gonna watch ask! not shown immediately llm ones? grrrr,neutral,0
thiels remark people computer complementary not replacement one another ahead curve.,neutral,0
resolving climate changed cure cancer say new scammer like theranos. many news human curing many type cancer circulating without involvement a.i.,negative,-1
"whenever programmer tell ai replace effort, start doubting skills.",negative,-1
"person tech, somehow ai threat job, threat investment ai company well service tech company stock market general. blessed.",negative,-1
"separated land sea, united scepticism ai",positive,1
650 ai good design fed tonne good design made humans. human own. lot designer love job. take away them? reason not pay people wages.,positive,1
"ai much faster search engine. nothing more. good finding answer questions, basic task but anything advanced, fails miserably",negative,-1
glass officially 96 empty.,negative,-1
"like video current ai model cant replace human but save time, but saving time dont need entry level intern routine task",positive,1
"no one saw coming, no one. shock, shocked, see surprised pikachu face?",negative,-1
"misleading. currently ai model mainly focused software coding model development become fast coding. company replaced 5 mid level full stack developer ai models. intern check basic ai did. trust me, ai model working flawlessly. general public using unpaid basic ai model basic search engine tasks. buy pro version model real game is. trust me, end 2026 automation industry entirely run ai models. people ignoring like early day covid.",positive,1
"ai save timeassuming expected thats it. least now. no innovation. market human resource cost already low asian african country ai not going impact much leabour available cheap price invest ai technology. western country ai reduce cost , mean customer expect sell lower price since use ai produce things, mean lower order intake proportionate low profit.",negative,-1
"important issue price. although ai work case poor not good cannot compare term speed price ai produce work cheaply fast, add iteration top result completely change described",negative,-1
biggest scam ever. useful technology but not told u,negative,-1
"youre looking wrong way. ai already capable 3.25 human work within 2.5 year nov 2022 mid2025. assume progress get faster faster. 2028, might reach 30. great impact.",positive,1
"dont fix vibe coded apps, trash like consumer product",positive,1
need look eye explain ai help environment.,positive,1
not hard believe train 747 carrying traffic car collectively.,positive,1
"ai trajectory trust bro itll become sentient develop novel biological agent kill u okay didnt but itll replace skilled labor okay didnt but itll replace unskilled labor okay didnt but dont use it, youll 100x less productive okay wasnt true, but dont use youll left behind okay wasnt true, but still cant productive things, dont get",positive,1
941 competent coding? no isnt. got done talking bad coding. happening?,negative,-1
ai slop ai good,positive,1
quality severely downgraded right upgraded service. ironic.,negative,-1
guess investor ceo gave marketing early,neutral,0
would like see face next video..,positive,1
not great study paper. look like made proof ai bad. stupid,negative,-1
9 min 22 second ...misidentified body parts...... slightly worrying! arse elbow perhaps!?,negative,-1
601 cool. bunch actor real people used without consent. whats point that? drought image video internet before? problem wanted solve? dont get it.,negative,-1
good point! youre absolutely rightcurrent llm not approaching agi. not really able produce anything newjust recombining existing work. never able find cure cancer eliminate work like dad elon musk saysonly produce combination existing work. would like write song explains llm sonet defines agi?,positive,1
"great video mate seems ai not ready general task job seen code generated ai getting better years, but still need human supervision. not like replaced, save lot time therefore allow u move faster develop project time.",positive,1
everything gonna alright folk ai nothing worry about! well get keep job paychecks. phew. thanks cold fusion! really needed hear that.,positive,1
"coldfusion entry feel much like got listening. not pessimistic, not hype, navigating steering current world.",positive,1
"useless, but least destroys trust video evidence!",negative,-1
"one thing every one not understand ai company using ai. 96 work done ai. doesnt matter. figure every industry, over. hang up.",positive,1
feel bad remember getting channel optimistic view scientific research discoveries. correct wrong pretty sure started channel theme around that. ive seen throughout year slowly shifting towards skeptical crowd gotten older maybe projecting but empathize feeling you.,positive,1
"people till 3 month ago! ai update every three months. admit chatg... still stupid phoney but claude ai latest product seriously different, way ahead others! video not apply it.",negative,-1
"take every sentence put ...yet it. question not if, question when.",positive,1
"ceo shareholder everywhere really jumped gun ai, especially musk altman. modern ceo shareholder froth mouth whenever see potential labor cost saving measures.",negative,-1
overated,neutral,0
need invest 40 trillion dollar work.,neutral,0
"think ai hype train really underscore capitalist urge grow indefinitely solves nothing. almost exclusively brings problems. many different strategy ai company could taking solve actual real world problems. but instead, theyre offering solution without problem solve, ignoring problem could readily solved existing technologies, creating new problem scale never seen. but something grows extent cannibalises host, often turn cancerous. trajectory, ai company building digital cancer no one need asked for. pivot now, could save face u myopic, gluttonous expansion. dont, well...well wait see scale clean be.",negative,-1
"fact llm cant yet full chess play telling. chess like first sign something resembling intelligence computers, deepblue presented revolutionary. telling chatbots cant play little chess?",positive,1
"enough! learn ai make tool really make machine intelligent, instead recognising repeating pattern. wish luck guys.",positive,1
bubble need pop go financially catastrophic universally apocalyptic.,negative,-1
much new revolutionary tech could help mankind ruined self proclaimed genius founder?,negative,-1
"investment inspired somehow, economy fail. lying investment class efficiency ai way elite class see forward.",negative,-1
"ai fad, but want hype fad, distract people.",positive,1
"always consider ultimate reason even considered ai first place. replace salary free employees. reason, financial hurt bosses, ceo, rich fatcats saw move worht minds. hell stupid attempt replace us.",negative,-1
"video giving people wrong kind comfort. real point never ai replace every job tomorrow. job made many tasks. ai starting handle tasks, share growing fast. even human still supervise, result fewer people needed fewer hour needed. mean job loss wage pressure without full replacement. second, ai eats job wont standalone model chat box. itll full system built multiple model plus tools, workflows, memory, context. agent layer improving insanely fast, part video barely touches. yes, ai might not perfect today. but speed whole issue. video like lull u thinking plenty time, preparing right societal shift thats going hit hard. also, small irony, video misspells failure.",positive,1
"musk quote start absence ai robotics...we actually totally screwed. maybe context but also show touch guy be. without ai robotics, lot people going fine. go work whatever. go school learn whatever. happy whatever time. lot normal, everyday people not ...actually totally screwed. maybe context, musk talking accomplishing specific ai robotics but lot people nothing them. ai robotics accomplishing new work, better work, reasonable scale price would product sell. right guy not neither 1,000,000 vacuum. able run local ie. not call data center ai feasible but need run fast moderate, mobile hardware. happens, talking like 1,000 vacuum actually usable lot people. but not lose sight good handful thing not replacement chores.",positive,1
loved dagogo breaking end,positive,1
microsoft using ai write code might explain five year old laptop running linux thousand time faster brand new laptop running 11. not even kidding yesterday brand new laptop took full minute notepad open. thats insanity.,negative,-1
hate genai but hate sam altman openai specifically wish get bankrupted sued oblivion sooner.,negative,-1
96.25 sure video made using ai,positive,1
substitute software ai current discourse youll immediately see ridiculous sounds.,negative,-1
diffusion model proficient visual art lol no. render short sequence polished but weird video images. take lot lowering bar conflating polished high resolution look proficient.,negative,-1
"isnt soft apocalypse look like? everyone loses job, bubble pops, everything broke cant get back?",negative,-1
no one belief perpetual motion machine possible shove coal furnace get heat coal contains. talking software supposedly provide output valuable inputs? software abstract machinery. not magical black box.,positive,1
begs question fallacy argument assumes conclusion true,positive,1
"so, basically good copying human but cant original.",negative,-1
"isnt promise ai agi breaking thermodynamics? necessarily get less information computer put them, cant expect able opposite running gpus farm training data. open excel access v studio, need put lot knowledge get useful work done. model provider lot upfront work thats model useful... people cant even agree definition word written language decade ago.. company beholden training cost perpetuity, no way economics work",positive,1
using ai solve climate change like shooting leg shotgun cure broken toe,positive,1
open claw,neutral,0
"repair ai work day long. robot welder cant weld shit burn sheet metal day. cant fix it. repair weld, every hole missed weld. never tech guy think ai going be.",negative,-1
might misallocating absolutely misallocating fund essentially ponzi scheme now.,neutral,0
presence felon musk scam altman totally screwed.,negative,-1
"remote labor index read less like benchmark like vibe check dressed rigor, obviously way test automation forbid workflow decomposition, toolchains, humanintheloop reviewthings freelancer use constantly. sprinkle gartner fud, cherrypick yann lecun caution quote architectural debate equal collapse, toss medical horror anecdote seasoning.",negative,-1
neuroscientist told u telling ai community past 5 year model use not work short producing usable result holy cow! talk stubbornly dumb people! take science scientist not average human being! whithout serious job research field question human general not incling chance understand even basic stuff. ai complex field research human ever encountered. alone tell everything need know.,negative,-1
ai obsession driven chinese usa war.,negative,-1
"gave generalpurpose llm raw upwork gigsspanning game dev, design, production pipeline zero iterative clarificationand didnt magically ship clientready asset first pass, declared 96.25 apocalypse ai.",positive,1
"isnt problem hardware current algorithm make mistake, hallucinate, etc. new algorithm implemented eventually see leap forward ai development",neutral,0
"study correct, doubt high 96, but even is, number now. chatgpt came year back really became used ubiquitously last year. not point yet ai come job like humans, but even bringing job market, ai company said ai, get valuable feedback improve. bit getting everyone using tech tech starting used upon us, gunna nightmare 2027.",positive,1
"cant wait till bubble burst well able build supercomputer pennies, level chip overproduction",neutral,0
"completely miss fact ai making fast progress. might 4 today, 8 next year 16 year after. people judge ai capable right yet fail see astounding progress made",positive,1
would percentage increase productivity one human know properly use ai achieve? thats real measurement ai replace jobs.,positive,1
human terrible exponential growth.,negative,-1
"note me, 2027 buy server grade gpu aliexpress bcs cheaper 6060ti",neutral,0
"taking small snapshot, refer fast ai improving, 2 year ago. exponential next 10 year drastic capabilities. self improving, constantly fixing sort coming eventually flawless every task. logic worth investing in, need time.",positive,1
"company sack half workforce, half pressured job 2 people wages. thats ai effect",positive,1
"iwe use claude sw team. weve given trying get write code. use proof checker pull review, cut back forth writer reviewer minor issues, also completing task take time brain power quickly checked mocking json test data class definition. management constantly asking u use more, but limit imo great producing reportscharts large volume data task time consuming management but youre creating something changing something dont already information need, really struggles, make sense does. think problem ai, decision making positions, especially middle management seeing real time saving workload but arent seeing severe limitation less black white task rest u encounter.",positive,1
"nice take current state ai. current model best good productivity tool clearly see benefit. certainly see adoption workplace but experience far say middle management incredibly resistant it. upper, clevel management make decision based profit making but middle management try climb corporate ladder want able manage many people possible, adding layer trivial task micromanaging justify existence. bear mind still gen x, probably conservative generation ever, grew good year neoliberal capitalism.",positive,1
moved pension fund low risk option last week...,negative,-1
ai bubble cant explode soon enough. living ridiculous era. llm fun bunch uses. worth significant money.,positive,1
"im curious, happened ram theyve collecting?",positive,1
video generator horrendous bull crap. affront creativity. butlerians rise!,negative,-1
"dont worry, well make volume",positive,1
voice open ai ceo one worst thing existence. true spawn evil.,negative,-1
"im not sure good argument say current ai flawed, therefore ai year cant take jobs. no one claimed current ai that, study show current ai cant dont tell u much future potential.",negative,-1
trust bro one data center one well achieve agi,positive,1
no thing artificial intelligence moment. large language models.,positive,1
ai work task human asleep checking human error,negative,-1
"yes, 4 job wont worry u theyre creative part spectrum go whole entertainment industry one two year 1 games, 1 music, 1 moviestv, 1 bookscomics 4 coveres total entertainment industry. question keep paying that, make ai slop? cycle stop, bubble burst cost?",positive,1
job really well im one getting paid,positive,1
"yann lecun criticizes airelated tech, better listen. also, computer scientist, ive tried llmsvlms over. good recompiling existing knowledge even rearranging form image video but come inventing anything new, completely lost. good colleague chat idea make review existing research but thats it. course, tendency make thing say logically inconsistent things, constantly lookout...",positive,1
many company use ai excuse get rid bloated workforce filled trigger happy useless activist hired good times. no way not factor.,positive,1
ability speak not make intelligent,neutral,0
so... tech company suffering fomo. stay relevant investor suppose hype technology nothing but support program. wonder long going take admit spending billion something not going deliver result desperately want. great video,positive,1
cause sociopath making promise,positive,1
"ai bubble nothing wiping sam altman elon musk, worth it.",positive,1
"go back late 90 see expert forecast internet, would revolutionize every sphere, including education. happened? school usa one dismal record term quality output. let take manufacturing sector, big three automotive giant go bankrupt, internet faster flow information...and yet? list go on, impact technology depends upon well interpreted well used. case ai. cannot blame dictionary 95 people cannot write one page essay creates impact!",negative,-1
dont know channel doesnt least billion view,neutral,0
"machine learning great, not even remotely new. gen ai absolute shit every possible level.",positive,1
conclusion machine learning actually one useful tool.,positive,1
"one still believing ai, top level people. say enough",positive,1
"ugh cold fusion gave minute infuriating a.i slop videos, goddammit",negative,-1
"no matter disruptive gets, ai still tool.",negative,-1
cure cancer look happened usa left,negative,-1
opus 4.6 mogged video.,neutral,0
corpos not spend money hiring company fix vibe coding. take long expensive. use vibe coding fix vibe coding.,neutral,0
climate change? ai dictated programmed human idiots!!!,positive,1
"spent two day trying get gemini produce relatively simple, but prescribed output failed admitted couldnt asked constantly drew commands, direction prompt back meanaverage training data based on. forced it, swung way simply provides virtual copy existing example almost exactly.",negative,-1
